Price,Close,High,Low,Open,Volume
Ticker,BNB-USD,BNB-USD,BNB-USD,BNB-USD,BNB-USD
Datetime,,,,,
2023-05-29 16:00:00+00:00,312.2193298339844,312.6509094238281,312.2193298339844,312.4790954589844,0
2023-05-29 20:00:00+00:00,311.8023681640625,312.21002197265625,310.7929382324219,312.21002197265625,12946368
2023-05-30 00:00:00+00:00,312.9848937988281,313.0898742675781,311.32073974609375,311.8103332519531,1221984
2023-05-30 04:00:00+00:00,312.1257019042969,312.94232177734375,311.7176208496094,312.94232177734375,3423936
2023-05-30 08:00:00+00:00,314.0598449707031,314.276611328125,311.9531555175781,312.1412353515625,14920768
2023-05-30 12:00:00+00:00,311.9983825683594,314.1005859375,311.5241394042969,314.1005859375,0
2023-05-30 16:00:00+00:00,313.00738525390625,313.1615905761719,311.3135070800781,311.9682922363281,0
2023-05-30 20:00:00+00:00,311.7012023925781,313.1089782714844,311.6385803222656,312.9952697753906,0
2023-05-31 00:00:00+00:00,310.6851806640625,311.8466491699219,310.55206298828125,311.6957092285156,3556992
2023-05-31 04:00:00+00:00,307.05499267578125,310.7001037597656,306.5404357910156,310.7001037597656,72062240
2023-05-31 08:00:00+00:00,306.8133850097656,307.44647216796875,306.7525634765625,306.96807861328125,1955872
2023-05-31 12:00:00+00:00,305.5372619628906,307.5420837402344,305.4455871582031,306.8133850097656,18958784
2023-05-31 16:00:00+00:00,306.0492858886719,306.5633544921875,305.4265441894531,305.533203125,7730272
2023-05-31 20:00:00+00:00,306.8530578613281,307.07763671875,305.6123046875,306.0290222167969,5103936
2023-06-01 00:00:00+00:00,304.8092346191406,307.61376953125,303.6445617675781,306.8828125,32080256
2023-06-01 04:00:00+00:00,303.9983825683594,304.84490966796875,303.719970703125,304.80401611328125,0
2023-06-01 08:00:00+00:00,304.74456787109375,305.1492004394531,303.9105224609375,304.0075378417969,0
2023-06-01 12:00:00+00:00,304.8277282714844,305.201416015625,304.348388671875,304.74896240234375,0
2023-06-01 16:00:00+00:00,304.86883544921875,306.4830322265625,304.18670654296875,304.8168029785156,7753536
2023-06-01 20:00:00+00:00,304.9406433105469,305.88299560546875,304.5605163574219,304.8844299316406,0
2023-06-02 00:00:00+00:00,306.59906005859375,306.7637634277344,303.7401428222656,304.95068359375,5244448
2023-06-02 04:00:00+00:00,307.2666015625,308.3961486816406,306.615966796875,306.615966796875,24521088
2023-06-02 08:00:00+00:00,307.32611083984375,307.94873046875,307.12664794921875,307.26507568359375,8583008
2023-06-02 12:00:00+00:00,306.2543029785156,307.4402160644531,305.1341552734375,307.30816650390625,25964512
